,target,id_cliente,orden_nro,ciudad,monto,segmento,microsegmento,fecha_orden,fecha_de_vencimiento,fecha_de_pago,order_closed_cohort,ord_due_cohort,payment_cohort,dif_pymt_date,dow_closed,cantidad_sesiones,tiempo_promedio_navegacion,days_ultima_navegacion
19375,1,233277524,165125241505936,BOG,404551.06,restaurante,na,2023-06-09,2023-06-16,2023-07-10,2023-06-01,2023-06-01,2023-07-01,24.0,4,97,171.1340206185567,0.0
19376,0,233277524,66785153854109,BOG,406612.76,restaurante,na,2023-07-12,2023-07-19,2023-07-19,2023-07-01,2023-07-01,2023-07-01,0.0,2,94,189.6595744680851,0.0
19377,0,233277524,127054493474248,BOG,457264.35,restaurante,na,2023-07-24,2023-07-31,2023-08-04,2023-07-01,2023-07-01,2023-08-01,4.0,0,105,191.97142857142856,0.0
19378,0,233277524,501034761008354,BOG,344893.17,restaurante,na,2023-08-09,2023-08-16,1899-12-30,2023-08-01,2023-08-01,1899-12-01,-45154.0,2,109,189.77064220183487,0.0
19379,0,233277524,47414822748822,BOG,114340.24,restaurante,na,2023-08-16,2023-08-23,1899-12-30,2023-08-01,2023-08-01,1899-12-01,-45161.0,2,102,184.86274509803923,1.0
19380,1,233543691,32386742134419,BAQ,244107.67,restaurante,comida rápida,2023-08-25,2023-09-01,2025-12-31,2023-08-01,2023-09-01,2025-12-01,852.0,4,17,357.6470588235294,0.0
19381,0,233554707,50272372001005,BAQ,262432.18,restaurante,corrientazo,2023-06-09,2023-06-16,2023-06-20,2023-06-01,2023-06-01,2023-06-01,4.0,4,19,663.4736842105264,1.0
19382,0,233554707,77687359038009,BAQ,297617.89,restaurante,corrientazo,2023-07-01,2023-07-08,2023-07-11,2023-07-01,2023-07-01,2023-07-01,3.0,5,15,649.6666666666666,4.0
19383,0,233554707,54576333234370,BAQ,210983.98,restaurante,corrientazo,2023-07-21,2023-07-28,2023-08-11,2023-07-01,2023-07-01,2023-08-01,14.0,4,21,422.9047619047619,2.0
19384,1,233554707,52630018337121,BAQ,50641.83,restaurante,corrientazo,2023-07-26,2023-08-02,2023-08-22,2023-07-01,2023-08-01,2023-08-01,20.0,2,20,432.0,1.0
19385,0,233610620,23499145003566,MDE,166181.7,restaurante,parrilla/asadero,2023-08-05,2023-08-12,2023-08-17,2023-08-01,2023-08-01,2023-08-01,5.0,5,14,335.2142857142857,3.0
19386,1,233610620,11854943840652,MDE,210814.23,restaurante,parrilla/asadero,2023-08-30,2023-09-06,2025-12-31,2023-08-01,2023-09-01,2025-12-01,847.0,2,19,284.2631578947368,1.0
19387,0,233615309,106721019083194,BAQ,151498.58,comercio,corrientazo,2023-08-21,2023-08-28,2023-08-28,2023-08-01,2023-08-01,2023-08-01,0.0,0,37,477.97297297297297,1.0
19388,0,233615309,6191539267584,BAQ,127844.44,comercio,corrientazo,2023-09-06,2023-09-13,2023-09-14,2023-09-01,2023-09-01,2023-09-01,1.0,2,59,347.76271186440675,0.0
19389,0,233615309,41569037449426,BAQ,167521.03,comercio,corrientazo,2023-09-15,2023-09-22,2023-09-25,2023-09-01,2023-09-01,2023-09-01,3.0,4,74,351.5945945945946,0.0
19390,1,233764476,8675581428721,BAQ,444960.0,restaurante,corrientazo,2023-08-02,2023-08-09,2025-12-31,2023-08-01,2023-08-01,2025-12-01,875.0,2,57,435.43859649122805,0.0
19391,0,234052823,313946245267525,BOG,128087.34,restaurante,empanadas/arepas,2023-07-11,2023-07-18,2023-07-21,2023-07-01,2023-07-01,2023-07-01,3.0,1,90,175.83333333333334,1.0
19392,0,234052823,39186001132583,BOG,222133.84,restaurante,empanadas/arepas,2023-08-31,2023-09-07,2023-09-04,2023-08-01,2023-09-01,2023-09-01,-3.0,3,103,147.03883495145632,0.0
19393,1,234065240,63606119459304,MDE,70722.84,restaurante,corrientazo,2023-06-16,2023-06-23,2023-08-08,2023-06-01,2023-06-01,2023-08-01,46.0,4,5,121.6,2.0
19394,0,234234031,77180380317564,BAQ,295926.81,hogar,na,2023-06-10,2023-06-17,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45094.0,5,119,217.6218487394958,1.0
19395,0,234277277,140557929378640,BAQ,206489.99,comercio,na,2023-07-17,2023-07-24,2023-07-27,2023-07-01,2023-07-01,2023-07-01,3.0,0,15,473.9333333333333,1.0
19396,0,234277277,2357068790147,BAQ,227819.99,comercio,na,2023-08-01,2023-08-08,2023-08-15,2023-08-01,2023-08-01,2023-08-01,7.0,1,23,378.82608695652175,0.0
19397,0,234288359,44406433399046,MDE,231410.06,restaurante,corrientazo,2023-06-09,2023-06-16,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45093.0,4,62,277.80645161290323,1.0
19398,0,234288359,18100005366202,MDE,63222.37,restaurante,corrientazo,2023-06-16,2023-06-23,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45100.0,4,67,285.32835820895525,0.0
19399,0,234334370,57567978841968,MDE,146601.34,restaurante,corrientazo,2023-06-05,2023-06-12,2023-06-14,2023-06-01,2023-06-01,2023-06-01,2.0,0,13,572.5384615384615,1.0
19400,0,234334370,129095706532390,MDE,281543.47,restaurante,corrientazo,2023-06-20,2023-06-27,2023-07-07,2023-06-01,2023-06-01,2023-07-01,10.0,1,14,808.2142857142857,1.0
19401,0,234334370,139771540028742,MDE,209313.04,restaurante,corrientazo,2023-07-11,2023-07-18,2023-07-31,2023-07-01,2023-07-01,2023-07-01,13.0,1,15,1016.0666666666668,1.0
19402,0,234334370,5606534228301,MDE,296004.72,restaurante,corrientazo,2023-08-24,2023-08-31,2023-09-02,2023-08-01,2023-08-01,2023-09-01,2.0,3,12,971.1666666666666,2.0
19403,0,234334370,11947413982414,MDE,259718.52,restaurante,corrientazo,2023-09-06,2023-09-13,2023-09-15,2023-09-01,2023-09-01,2023-09-01,2.0,2,16,877.5,1.0
19404,0,234571643,154047642385336,BAQ,138552.56,restaurante,corrientazo,2023-06-10,2023-06-17,2023-06-17,2023-06-01,2023-06-01,2023-06-01,0.0,5,76,434.39473684210526,0.0
19405,0,234571643,206675703782606,BAQ,216619.59,restaurante,corrientazo,2023-06-30,2023-07-07,2023-07-07,2023-06-01,2023-07-01,2023-07-01,0.0,4,84,554.452380952381,0.0
19406,0,234571643,69282212142819,BAQ,261351.26,restaurante,corrientazo,2023-07-12,2023-07-19,2023-07-19,2023-07-01,2023-07-01,2023-07-01,0.0,2,88,545.2727272727273,0.0
19407,0,234571643,114064182286776,BAQ,230976.71,restaurante,corrientazo,2023-07-25,2023-08-01,2023-08-01,2023-07-01,2023-08-01,2023-08-01,0.0,1,86,538.6627906976744,0.0
19408,0,234571643,515322266719512,BAQ,253984.23,restaurante,corrientazo,2023-08-09,2023-08-16,2023-08-17,2023-08-01,2023-08-01,2023-08-01,1.0,2,90,504.2888888888889,0.0
19409,0,235392486,53356684589914,BAQ,243355.21,restaurante,panadería/pastelería/cafetería,2023-07-08,2023-07-15,2023-07-24,2023-07-01,2023-07-01,2023-07-01,9.0,5,48,307.8125,0.0
19410,0,235392486,16828178278301,BAQ,210261.45,restaurante,panadería/pastelería/cafetería,2023-07-28,2023-08-04,2023-08-06,2023-07-01,2023-08-01,2023-08-01,2.0,4,79,342.56962025316454,0.0
19411,0,235392486,316681779920321,BAQ,237873.05,restaurante,panadería/pastelería/cafetería,2023-08-15,2023-08-22,2023-09-02,2023-08-01,2023-08-01,2023-09-01,11.0,1,96,325.8020833333333,0.0
19412,0,235392486,59981665602503,BAQ,202195.59,restaurante,panadería/pastelería/cafetería,2023-09-11,2023-09-18,2023-09-25,2023-09-01,2023-09-01,2023-09-01,7.0,0,105,277.44761904761907,2.0
19413,0,235457783,55777360744711,BOG,227776.0,comercio,na,2023-06-13,2023-06-20,2023-06-17,2023-06-01,2023-06-01,2023-06-01,-3.0,1,61,289.27868852459017,0.0
19414,0,235457783,243027417527592,BOG,223105.61,comercio,na,2023-06-26,2023-07-03,2023-07-10,2023-06-01,2023-07-01,2023-07-01,7.0,0,54,251.3148148148148,0.0
19415,0,235457783,128844138980931,BOG,248075.0,comercio,na,2023-07-13,2023-07-20,2023-07-19,2023-07-01,2023-07-01,2023-07-01,-1.0,3,63,209.15873015873012,0.0
19416,0,235457783,50749513193435,BOG,267262.18,comercio,na,2023-07-24,2023-07-31,2023-07-31,2023-07-01,2023-07-01,2023-07-01,0.0,0,59,217.135593220339,0.0
19417,0,235457783,415707658510540,BOG,284809.24,comercio,na,2023-08-08,2023-08-15,2023-08-15,2023-08-01,2023-08-01,2023-08-01,0.0,1,54,244.38888888888889,0.0
19418,0,235506589,183208951360168,MDE,138924.85,restaurante,panadería/pastelería/cafetería,2023-05-29,2023-06-05,1899-12-30,2023-05-01,2023-06-01,1899-12-01,-45082.0,0,53,276.1698113207547,0.0
19419,0,235506589,42451577712415,MDE,138105.42,restaurante,panadería/pastelería/cafetería,2023-06-01,2023-06-08,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45085.0,3,59,276.77966101694915,0.0
19420,0,235531263,3771290422546,BOG,299462.48,restaurante,comida rápida,2023-08-31,2023-09-07,2023-09-07,2023-08-01,2023-09-01,2023-09-01,0.0,3,12,1093.0833333333333,0.0
19421,0,235531263,9897738136349,BOG,196386.05,restaurante,comida rápida,2023-09-15,2023-09-22,2023-09-21,2023-09-01,2023-09-01,2023-09-01,-1.0,4,27,668.925925925926,0.0
19422,1,235535419,228810058708808,MDE,294879.67,restaurante,corrientazo,2023-09-13,2023-09-20,2025-12-31,2023-09-01,2023-09-01,2025-12-01,833.0,2,22,235.22727272727272,0.0
19423,0,235584157,216167565331647,BOG,299610.73,restaurante,corrientazo,2023-06-21,2023-06-28,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45105.0,2,6,520.6666666666666,1.0
19424,0,235816788,59244968887814,BOG,443744.01,restaurante,panadería/pastelería,2023-09-08,2023-09-15,2023-09-18,2023-09-01,2023-09-01,2023-09-01,3.0,4,19,1112.8947368421052,0.0
19425,0,235994807,140991709132972,BAQ,249758.20000000004,restaurante,fritos,2023-06-20,2023-06-27,2023-06-28,2023-06-01,2023-06-01,2023-06-01,1.0,1,34,466.1470588235294,1.0
19426,0,235994807,231941069427314,BAQ,292140.39,restaurante,fritos,2023-06-30,2023-07-07,2023-07-06,2023-06-01,2023-07-01,2023-07-01,-1.0,4,46,396.4782608695652,0.0
19427,0,235994807,47670677347884,BAQ,279435.34,restaurante,fritos,2023-07-08,2023-07-15,2023-07-18,2023-07-01,2023-07-01,2023-07-01,3.0,5,50,391.86,0.0
19428,0,235994807,71961745718680,BAQ,297541.06,restaurante,fritos,2023-07-20,2023-07-27,2023-08-01,2023-07-01,2023-07-01,2023-08-01,5.0,3,48,350.375,1.0
19429,0,235994807,10868744058075,BAQ,288556.04,restaurante,fritos,2023-08-03,2023-08-10,2023-08-10,2023-08-01,2023-08-01,2023-08-01,0.0,3,54,311.2037037037037,1.0
19430,1,236012407,227941320493828,MDE,288799.99,restaurante,parrilla/asadero,2023-06-30,2023-07-07,2023-07-28,2023-06-01,2023-07-01,2023-07-01,21.0,4,14,422.2857142857143,1.0
19431,0,236012407,507092402470994,MDE,290292.11,restaurante,parrilla/asadero,2023-08-10,2023-08-17,2023-08-28,2023-08-01,2023-08-01,2023-08-01,11.0,3,60,220.45,2.0
19432,1,236012407,15831502919509,MDE,296217.97,restaurante,parrilla/asadero,2023-09-15,2023-09-22,2025-12-31,2023-09-01,2023-09-01,2025-12-01,831.0,4,53,224.0,1.0
19433,0,236060997,18896598479813,BAQ,105450.65,restaurante,fritos,2023-06-29,2023-07-06,2023-07-04,2023-06-01,2023-07-01,2023-07-01,-2.0,3,14,709.0,2.0
19434,0,236060997,89075752492598,BAQ,91034.19,restaurante,fritos,2023-07-06,2023-07-13,2023-07-13,2023-07-01,2023-07-01,2023-07-01,0.0,3,20,514.4,2.0
19435,0,236060997,41936475218112,BAQ,99966.08,restaurante,fritos,2023-07-13,2023-07-20,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45127.0,3,20,619.1,2.0
19436,0,236060997,2753821948315,BAQ,115816.65,restaurante,fritos,2023-07-20,2023-07-27,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45134.0,3,22,616.6363636363636,3.0
19437,0,236152721,67604579998382,MDE,292048.26,restaurante,comida rápida,2023-06-09,2023-06-16,2023-06-17,2023-06-01,2023-06-01,2023-06-01,1.0,4,23,843.0869565217391,0.0
19438,0,236152721,208564303683112,MDE,296215.91,restaurante,comida rápida,2023-06-21,2023-06-28,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45105.0,2,41,576.609756097561,0.0
19439,0,236173925,70599866836429,MDE,156391.75,restaurante,corrientazo,2023-06-12,2023-06-19,2023-06-19,2023-06-01,2023-06-01,2023-06-01,0.0,0,27,404.8148148148149,0.0
19440,0,236173925,45623102270867,MDE,142361.77,restaurante,corrientazo,2023-06-22,2023-06-29,2023-07-03,2023-06-01,2023-06-01,2023-07-01,4.0,3,36,312.97222222222223,0.0
19441,0,236173925,276985525146315,MDE,153859.04,restaurante,corrientazo,2023-07-03,2023-07-10,2023-07-11,2023-07-01,2023-07-01,2023-07-01,1.0,0,42,239.0952380952381,0.0
19442,0,236173925,116055028319581,MDE,144797.05,restaurante,corrientazo,2023-07-06,2023-07-13,2023-07-17,2023-07-01,2023-07-01,2023-07-01,4.0,3,52,203.73076923076923,0.0
19443,0,236173925,37714330606783,MDE,154804.65,restaurante,corrientazo,2023-07-17,2023-07-24,2023-07-26,2023-07-01,2023-07-01,2023-07-01,2.0,0,72,166.06944444444446,0.0
19444,0,236183718,2348074472775,BOG,258590.06,restaurante,cafetería,2023-07-07,2023-07-14,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45121.0,4,46,415.82608695652175,0.0
19445,1,236217359,25895535331966,MDE,150052.5,restaurante,parrilla/asadero,2023-07-18,2023-07-25,2023-08-23,2023-07-01,2023-07-01,2023-08-01,29.0,1,9,338.77777777777777,0.0
19446,0,236448716,151459077596843,BOG,178612.8,restaurante,cafetería,2023-04-13,2023-04-20,2023-04-20,2023-04-01,2023-04-01,2023-04-01,0.0,3,55,297.72727272727275,0.0
19447,0,236448716,353339153259167,BOG,67876.0,restaurante,cafetería,2023-05-03,2023-05-10,2023-05-10,2023-05-01,2023-05-01,2023-05-01,0.0,2,68,234.23529411764707,0.0
19448,0,236448716,279366497473363,BOG,165548.0,restaurante,cafetería,2023-05-08,2023-05-15,2023-05-15,2023-05-01,2023-05-01,2023-05-01,0.0,0,81,247.25925925925927,0.0
19449,0,236448716,71257720010078,BOG,149214.85,restaurante,cafetería,2023-05-17,2023-05-24,2023-05-24,2023-05-01,2023-05-01,2023-05-01,0.0,2,99,250.010101010101,0.0
19450,0,236448716,110634787115847,BOG,147561.89,restaurante,cafetería,2023-05-26,2023-06-02,2023-06-02,2023-05-01,2023-06-01,2023-06-01,0.0,4,99,263.62626262626264,1.0
19451,1,236493699,86954558665202,BOG,293551.35,restaurante,na,2023-05-26,2023-06-02,2023-06-20,2023-05-01,2023-06-01,2023-06-01,18.0,4,51,192.92156862745097,0.0
19452,1,236493699,22348026491925,BOG,299264.99,restaurante,na,2023-06-22,2023-06-29,2023-07-20,2023-06-01,2023-06-01,2023-07-01,21.0,3,62,176.16129032258064,0.0
19453,0,236493699,75136829650505,BOG,275030.0,restaurante,na,2023-07-22,2023-07-29,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45136.0,5,73,142.02739726027397,0.0
19454,0,236568727,33946483005703,BAQ,293873.19,restaurante,parrilla/asadero,2023-05-31,2023-06-07,1899-12-30,2023-05-01,2023-06-01,1899-12-01,-45084.0,2,29,453.41379310344826,0.0
19455,1,236572384,20478319493334,MDE,259603.34,restaurante,corrientazo,2023-07-10,2023-07-17,2023-08-03,2023-07-01,2023-07-01,2023-08-01,17.0,0,45,182.0222222222222,0.0
19456,1,236572384,157066023343832,MDE,495984.15,restaurante,corrientazo,2023-08-07,2023-08-14,2025-12-31,2023-08-01,2023-08-01,2025-12-01,870.0,0,54,185.44444444444449,0.0
19457,0,236613552,41858582020136,BOG,122468.26,restaurante,empanadas/arepas,2023-07-26,2023-08-02,2023-08-03,2023-07-01,2023-08-01,2023-08-01,1.0,2,42,321.54761904761904,0.0
19458,0,236613552,188703853259287,BOG,152530.2,restaurante,empanadas/arepas,2023-08-09,2023-08-16,2023-08-17,2023-08-01,2023-08-01,2023-08-01,1.0,2,58,340.7241379310345,0.0
19459,0,236613552,156928996777636,BOG,143472.78,restaurante,empanadas/arepas,2023-08-21,2023-08-28,2023-08-30,2023-08-01,2023-08-01,2023-08-01,2.0,0,70,266.15714285714284,0.0
19460,0,236651948,65956742443219,BOG,297820.87,restaurante,empanadas/arepas,2023-09-01,2023-09-08,2023-09-11,2023-09-01,2023-09-01,2023-09-01,3.0,4,55,455.3272727272727,1.0
19461,1,236657727,46605634478196,BAQ,203603.16,restaurante,corrientazo,2023-09-06,2023-09-13,2025-12-31,2023-09-01,2023-09-01,2025-12-01,840.0,2,5,458.2,1.0
19462,1,236665690,54499590978826,MDE,289513.81,restaurante,panadería/pastelería/cafetería,2023-06-09,2023-06-16,2023-07-05,2023-06-01,2023-06-01,2023-07-01,19.0,4,33,198.54545454545453,0.0
19463,1,236665690,296036702909577,MDE,298792.89,restaurante,panadería/pastelería/cafetería,2023-06-22,2023-06-29,2023-07-19,2023-06-01,2023-06-01,2023-07-01,20.0,3,51,240.1372549019608,1.0
19464,0,236665690,44425931615756,MDE,299773.77,restaurante,panadería/pastelería/cafetería,2023-07-27,2023-08-03,2023-08-10,2023-07-01,2023-08-01,2023-08-01,7.0,3,50,261.9,1.0
19465,0,236665690,17629427984823,MDE,295733.66,restaurante,panadería/pastelería/cafetería,2023-08-15,2023-08-22,2023-08-29,2023-08-01,2023-08-01,2023-08-01,7.0,1,26,283.2692307692308,1.0
19466,0,236679618,87924246495809,BOG,227569.85,restaurante,empanadas/arepas,2023-07-05,2023-07-12,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45119.0,2,22,316.6363636363636,1.0
19467,0,236842292,73227041197149,BAQ,254280.03,restaurante,comida rápida,2023-06-09,2023-06-16,2023-06-20,2023-06-01,2023-06-01,2023-06-01,4.0,4,172,225.7906976744186,1.0
19468,0,236842292,241227463726664,BAQ,282483.77,restaurante,comida rápida,2023-06-21,2023-06-28,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45105.0,2,198,237.08080808080808,0.0
19469,0,236878813,26608958458716,BAQ,298677.31,restaurante,parrilla/asadero,2023-06-27,2023-07-04,2023-07-08,2023-06-01,2023-07-01,2023-07-01,4.0,1,14,604.5714285714286,1.0
19470,0,236878813,327199131217032,BAQ,294447.52,restaurante,parrilla/asadero,2023-07-11,2023-07-18,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45125.0,1,17,533.8823529411765,1.0
19471,0,237802789,65712437003889,BOG,113896.73,restaurante,comida especializada,2023-07-07,2023-07-14,2023-07-13,2023-07-01,2023-07-01,2023-07-01,-1.0,4,45,296.77777777777777,1.0
19472,0,237802789,19813937420296,BOG,160156.84,restaurante,comida especializada,2023-07-14,2023-07-21,2023-07-21,2023-07-01,2023-07-01,2023-07-01,0.0,4,50,347.98,0.0
19473,0,237802789,6331211392208,BOG,134719.64,restaurante,comida especializada,2023-07-28,2023-08-04,2023-08-08,2023-07-01,2023-08-01,2023-08-01,4.0,4,61,364.2131147540984,0.0
19474,0,237802789,3619676855498,BOG,64770.35,restaurante,comida especializada,2023-08-11,2023-08-18,2023-08-22,2023-08-01,2023-08-01,2023-08-01,4.0,4,72,338.2361111111111,1.0
19475,0,237806520,320383305726082,BOG,297199.97,restaurante,panadería/pastelería,2023-07-12,2023-07-19,2023-07-21,2023-07-01,2023-07-01,2023-07-01,2.0,2,41,215.8292682926829,1.0
19476,1,237932542,6448890794157,BOG,136110.77,restaurante,comida rápida,2023-08-10,2023-08-17,2025-12-31,2023-08-01,2023-08-01,2025-12-01,867.0,3,15,562.0666666666667,0.0
19477,1,237932542,12570362909142,BOG,155295.37,restaurante,comida rápida,2023-08-11,2023-08-18,2025-12-31,2023-08-01,2023-08-01,2025-12-01,866.0,4,20,487.05,0.0
19478,0,237949778,29467460388385,BOG,155250.0,restaurante,parrilla/asadero,2023-06-13,2023-06-20,2023-06-15,2023-06-01,2023-06-01,2023-06-01,-5.0,1,97,256.37113402061857,0.0
19479,0,237949778,24122301470002,BOG,143510.0,restaurante,parrilla/asadero,2023-06-16,2023-06-23,2023-06-24,2023-06-01,2023-06-01,2023-06-01,1.0,4,104,255.2596153846154,0.0
19480,0,237949778,104296905017816,BOG,132485.0,restaurante,parrilla/asadero,2023-06-28,2023-07-05,2023-07-05,2023-06-01,2023-07-01,2023-07-01,0.0,2,110,237.0636363636364,0.0
19481,0,237949778,70354675850946,BOG,278593.94,restaurante,parrilla/asadero,2023-07-07,2023-07-14,2023-07-18,2023-07-01,2023-07-01,2023-07-01,4.0,4,111,237.86486486486487,0.0
19482,0,237949778,112114216216828,BOG,385666.87,restaurante,parrilla/asadero,2023-07-22,2023-07-29,2023-07-29,2023-07-01,2023-07-01,2023-07-01,0.0,5,107,299.97196261682245,0.0
19483,0,237995973,166566312163131,MDE,115168.87,restaurante,panadería/pastelería/cafetería,2023-06-21,2023-06-28,2023-07-13,2023-06-01,2023-06-01,2023-07-01,15.0,2,37,194.1081081081081,0.0
19484,0,237995973,16325641664444,MDE,143439.09,restaurante,panadería/pastelería/cafetería,2023-07-14,2023-07-21,2023-07-27,2023-07-01,2023-07-01,2023-07-01,6.0,4,50,221.46,0.0
19485,0,237995973,32538706129826,MDE,133718.73,restaurante,panadería/pastelería/cafetería,2023-08-02,2023-08-09,2023-08-09,2023-08-01,2023-08-01,2023-08-01,0.0,2,56,349.94642857142856,0.0
19486,0,237995973,25303124525857,MDE,44732.04,restaurante,panadería/pastelería/cafetería,2023-08-04,2023-08-11,2023-08-11,2023-08-01,2023-08-01,2023-08-01,0.0,4,60,330.5833333333333,0.0
19487,0,237995973,165797269540901,MDE,113539.99,restaurante,panadería/pastelería/cafetería,2023-08-07,2023-08-14,2023-08-15,2023-08-01,2023-08-01,2023-08-01,1.0,0,64,315.53125,0.0
19488,0,238020068,16144823204707,MDE,492724.35,restaurante,panadería/pastelería/cafetería,2023-06-02,2023-06-09,2023-06-11,2023-06-01,2023-06-01,2023-06-01,2.0,4,17,181.2941176470588,1.0
19489,0,238020068,31210662285438,MDE,498871.18,restaurante,panadería/pastelería/cafetería,2023-06-14,2023-06-21,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45098.0,2,19,196.0,1.0
19490,0,238057677,72172527551786,BOG,116650.45,restaurante,cafetería,2023-06-15,2023-06-22,2023-06-22,2023-06-01,2023-06-01,2023-06-01,0.0,3,68,202.14705882352945,0.0
19491,0,238085487,251316301153311,BOG,259614.4,comercio,na,2023-07-10,2023-07-17,2023-07-18,2023-07-01,2023-07-01,2023-07-01,1.0,0,53,615.9245283018868,0.0
19492,0,238085487,65276373897161,BOG,276181.44,comercio,na,2023-07-20,2023-07-27,1899-12-30,2023-07-01,2023-07-01,1899-12-01,-45134.0,3,55,530.290909090909,0.0
19493,1,238279392,70956883047572,BOG,274211.68,restaurante,empanadas/arepas,2023-09-11,2023-09-18,2025-12-31,2023-09-01,2023-09-01,2025-12-01,835.0,0,34,314.8235294117647,2.0
19494,0,238280882,93907455955634,BOG,299291.2,restaurante,comida especializada,2023-06-28,2023-07-05,2023-07-10,2023-06-01,2023-07-01,2023-07-01,5.0,2,50,404.66,0.0
19495,0,238280882,165154163576435,BOG,298026.51,restaurante,comida especializada,2023-07-13,2023-07-20,2023-07-19,2023-07-01,2023-07-01,2023-07-01,-1.0,3,75,458.0533333333333,0.0
19496,0,238280882,66329346134843,BOG,299185.6,restaurante,comida especializada,2023-07-26,2023-08-02,2023-08-03,2023-07-01,2023-08-01,2023-08-01,1.0,2,78,432.948717948718,0.0
19497,1,238280882,595801899825021,BOG,299016.63,restaurante,comida especializada,2023-08-10,2023-08-17,2023-09-02,2023-08-01,2023-08-01,2023-09-01,16.0,3,74,380.9324324324325,0.0
19498,1,238280882,10360356402981,BOG,296851.16,restaurante,comida especializada,2023-09-06,2023-09-13,2025-12-31,2023-09-01,2023-09-01,2025-12-01,840.0,2,63,366.3809523809524,0.0
19499,0,238370172,69734637717430,BAQ,298092.5,restaurante,corrientazo,2023-06-15,2023-06-22,2023-06-22,2023-06-01,2023-06-01,2023-06-01,0.0,3,8,940.25,1.0
19500,0,238370172,40232537491435,BAQ,292931.79,restaurante,corrientazo,2023-06-24,2023-07-01,2023-07-13,2023-06-01,2023-07-01,2023-07-01,12.0,5,10,691.8,1.0
19501,0,238370172,59127748549617,BAQ,297961.62,restaurante,corrientazo,2023-07-20,2023-07-27,2023-07-31,2023-07-01,2023-07-01,2023-07-01,4.0,3,19,462.8421052631579,0.0
19502,0,238370172,38235176660826,BAQ,298839.62,restaurante,corrientazo,2023-08-07,2023-08-14,2023-08-15,2023-08-01,2023-08-01,2023-08-01,1.0,0,34,610.3529411764706,0.0
19503,0,238370172,185697685740075,BAQ,296139.24,restaurante,corrientazo,2023-08-17,2023-08-24,2023-08-25,2023-08-01,2023-08-01,2023-08-01,1.0,3,33,559.0909090909091,1.0
19504,0,238728327,34811918949859,BOG,199950.0,restaurante,cafetería,2023-07-19,2023-07-26,2023-07-21,2023-07-01,2023-07-01,2023-07-01,-5.0,2,28,192.92857142857144,1.0
19505,0,238728327,118064903677082,BOG,480062.12,restaurante,cafetería,2023-07-22,2023-07-29,2023-07-31,2023-07-01,2023-07-01,2023-07-01,2.0,5,27,195.3703703703704,4.0
19506,0,238728327,5305965316832,BOG,484470.00000000006,restaurante,cafetería,2023-08-03,2023-08-10,2023-08-11,2023-08-01,2023-08-01,2023-08-01,1.0,3,14,305.7142857142857,16.0
19507,0,238728327,70300720970495,BOG,485999.98999999993,restaurante,cafetería,2023-08-12,2023-08-19,2023-08-18,2023-08-01,2023-08-01,2023-08-01,-1.0,5,11,90.9090909090909,25.0
19508,0,238728327,18771493183887,BOG,494200.0,restaurante,cafetería,2023-08-19,2023-08-26,2023-08-25,2023-08-01,2023-08-01,2023-08-01,-1.0,5,8,104.375,32.0
19509,0,238811257,151744486156855,BAQ,258084.37,restaurante,panadería/pastelería/cafetería,2023-06-10,2023-06-17,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45094.0,5,0,0.0,60.0
19510,0,238896095,46179084642340,BAQ,220778.45,restaurante,comida rápida,2023-07-19,2023-07-26,2023-07-29,2023-07-01,2023-07-01,2023-07-01,3.0,2,8,283.25,1.0
19511,1,238999060,80585848115961,BOG,116134.25,restaurante,empanadas/arepas,2023-07-21,2023-07-28,2025-12-31,2023-07-01,2023-07-01,2025-12-01,887.0,4,87,289.3908045977012,0.0
19512,1,238999060,110021648038889,BOG,86467.06,restaurante,empanadas/arepas,2023-07-22,2023-07-29,2025-12-31,2023-07-01,2023-07-01,2025-12-01,886.0,5,88,286.3181818181818,0.0
19513,0,239089510,76335054975135,BAQ,245794.59000000003,restaurante,corrientazo,2023-06-28,2023-07-05,2023-07-05,2023-06-01,2023-07-01,2023-07-01,0.0,2,12,556.9166666666666,0.0
19514,0,239089510,37432060048620,BAQ,255357.64000000004,restaurante,corrientazo,2023-07-08,2023-07-15,2023-07-17,2023-07-01,2023-07-01,2023-07-01,2.0,5,24,560.7916666666666,0.0
19515,0,239089510,85944612267450,BAQ,272423.64,restaurante,corrientazo,2023-07-20,2023-07-27,2023-07-31,2023-07-01,2023-07-01,2023-07-01,4.0,3,29,522.3103448275862,1.0
